Q No.,Question,Answer
135, আমার কাছে ২০ টাকা আছে। আমি ৫ টাকা খরচ করলাম। আমি আমার টাকার _____ অংশ খরচ করলাম।,১/৪
136, আমার কাছে ২০ টাকা আছে। আমি ৫ টাকা খরচ করলাম। আমার টাকার _____ অংশ এখনও আমার কাছে আছে।,৩/৪
137,রাজিয়ার কাছে ৩৬টি ফুল আছে। সে তার মোট ২/৩ ফুলের অংশ আমাকে দেবে। রাজিয়া _____ টি ফুল আমাকে দেবে। ,২৪
138,আজ টিফিনের সময়ে স্কুলের সম্পূর্ণ ভরতি জলের ট্যাঙ্কের ১/৪ অংশ জল খরচ হয়েছে। ছুটির সময়ে দেখা গেল আরও ১/৩ অংশ জল খরচ হয়েছে। ছুটির পরে ট্যাঙ্কের _____ অংশ জল পড়ে আছে দেখি।,৫/১২
139,রতনবাবু তাঁর ২৫বিঘা জমির মধ্যে ১৬ বিঘা জমিতে পাট চাষ করেছেন। কিন্তু উষাদেবী তাঁর ১৫ বিঘা জমির মধ্যে ৮ বিঘা জমিতে পাট চাষ করেছেন। হিসাব করে দেখি রতনবাবু তার জমির _____ অংশে পাট চাষ করেছেন।,১৬/২৫
140,রতনবাবু তাঁর ২৫বিঘা জমির মধ্যে ১৬ বিঘা জমিতে পাট চাষ করেছেন। কিন্তু উষাদেবী তাঁর ১৫ বিঘা জমির মধ্যে ৮ বিঘা জমিতে পাট চাষ করেছেন। হিসাব করে দেখি উষাদেবী তার জমির _____ অংশে পাট চাষ করেছেন।,৮/১৫
141,আমার ১৫ মিটার লম্বা সাদা ফিতা আছে। আমি ১/৩ অংশ কেটে নিলাম। _____ লম্বা সাদা ফিতে পড়ে রইল।,১০
142,আমার কাছে ৫ টাকা ছিল। আমি ৩.৫০ টাকার পেন কিনেছি। _____ টাকা পড়ে আছে দেখি।,১.৫০
143,২.৭৫ এর সাথে _____ যোগ করলে ৩ পাব।,০.২৫
144,মীরা ১২.৫ সে.মি.. দৈর্ঘ্যের দড়ি থেকে ৮.৫ দৈর্ঘ্যের দড়ি কেটে নিল। এখন _____ দৈর্ঘ্যের দড়ি পড়ে আছে দেখি।,৪
145,"বাড়িতে অনুষ্ঠানের জন্য বাবা ২০০ টাকার চাল, ১২৫.৫০ টাকার ডাল ও ২৪২.৫০ টাকার সবজি এনেছেন বাবা মোট _____ টাকা খরচ করেছেন।",৫৬৮
146,লংজাম্প প্রতিযোগিতায় শাহিল ১৮২.৮৮ সে.মি.. লাফিয়েছে আর মুন্না লাফিয়েছে ১৭৯.২৫ সে.মি..। শাহিল _____ সে.মি. বেশি লাফিয়েছে।,৩.৬৩
147,৫ থেকে _____ বিয়োগ করলে ২.১৭২ পাব।,২.৮২৮
148,৪.১৫ থেকে ২.৬৪৭ বিয়োগফলের সঙ্গে _____ যোগ করলে ১০ পাব।,৮.৪৯৭
149,ইছামতী নদীর পাড়ের একটি অংশ বাঁধাই করতে ৪০ জন শ্রমিকের ৩৫ দিন সময় লাগে। ২৮ দিনের মধ্যে ওই অংশ বাঁধাতে _____ জন শ্রমিক লাগবে।,৫০
150,"রাজীব, দেবাঙ্গনা, মাসুম ও তাজমীরা ৬ দিনে ১৫০টি অংম করতে পারে। হিসাব করে দেখি প্রত্যেকে প্রতিদিন সমপরিমাণ অঙ্ক করলে রাজীব ও তাজমীরা _____ দিনে ২৫০ টি অঙ্ক করতে পারবে।",২০
151,২ জন এক দিনে একটি দরজার ১/৩ অংশ পালিশ করতে পারে। ২ দিনে দরজার ২/৩ অংশ পালিশ করতে হলে _____  জন লাগবে।,২
152,৫০০ জন ছাত্রের মিড-ডে মিলের জন্য ১ সপ্তাহে ১৭৫ কিগ্রা. চাল লাগে। ৭৫ কিগ্রা. চাল খরচ করার পর ৪০০ জন ছাত্রের বাকি চালে _____ দিন চলবে।,৫
153,৩৬০ বিঘা জমি ২০ দিনে চাষ করতে ৪টি ট্রাক্টর লাগে। ১৮০০ বিঘা জমি ১০ দিনে চাষ করতে হলে _____ টি ট্রাক্টর লাগবে।,৪০
154,একটি মেলায় ১২টি জেনারেটর দৈনিক ৬ ঘণ্টা চালালে ৭ দিনে মজুত তেল খরচ হয়। দৈনিক ৪ ঘণ্টা চালালে ৯ দিনে ওই মজুত তেলে _____  টি জেনারেটর চালানো যাবে।,১৪
155,১৫টি ভ্যান ৪০ মিনিটে ৭৫ কুইন্ট্যাল সবজি টানতে পারে। ২০টি ভ্যান ১০০ কুইন্ট্যাল সবজি টানতে _____ সময় নেবে।,৪০
