Q No.,Question,Answer,Domain,Sub-Domain
146,৪ সে.মি. ব্যাসের একটি গোলক আকৃতির বল একটি সিলিন্ডার আকৃতির বাক্সে ঠিকভাবে এঁটে যায়। সিলিন্ডারটির আয়তন কত ঘন সে.মি.?,৫০.২৬,Math,Solid Geometry
147,২ সে.মি. ব্যাসার্ধের একটি গোলক আকৃতির বল একটি সিলিন্ডার আকৃতির বাক্সে ঠিকভাবে এঁটে যায়। সিলিন্ডারটির আয়তন কত ঘন সে.মি.?,৫০.২৬,Math,Solid Geometry
148,৪ সে.মি. ব্যাসার্ধের একটি গোলক আকৃতির বল একটি সিলিন্ডার আকৃতির বাক্সে ঠিকভাবে এঁটে যায়। সিলিন্ডারটির আয়তন কত ঘন সে.মি.?,৪০২.১২,Math,Solid Geometry
149,২ সে.মি. ব্যাসের একটি গোলক আকৃতির বল একটি সিলিন্ডার আকৃতির বাক্সে ঠিকভাবে এঁটে যায়। সিলিন্ডারটির অনধিকৃত অংশের আয়তন কত ঘন সে.মি.?,২.০৯,Math,Solid Geometry
150,৪ সে.মি. ব্যাসের একটি গোলক আকৃতির বল একটি সিলিন্ডার আকৃতির বাক্সে ঠিকভাবে এঁটে যায়। সিলিন্ডারটির অনধিকৃত অংশের আয়তন কত ঘন সে.মি.?,১৬.৭৫,Math,Solid Geometry
151,২ সে.মি. ব্যাসার্ধের একটি গোলক আকৃতির বল একটি সিলিন্ডার আকৃতির বাক্সে ঠিকভাবে এঁটে যায়। সিলিন্ডারটির অনধিকৃত অংশের আয়তন কত ঘন সে.মি.?,১৬.৭৪,Math,Solid Geometry
152,৪ সে.মি. ব্যাসার্ধের একটি গোলক আকৃতির বল একটি সিলিন্ডার আকৃতির বাক্সে ঠিকভাবে এঁটে যায়। সিলিন্ডারটির অনধিকৃত অংশের আয়তন কত ঘন সে.মি.?,১৩৪.০৪,Math,Solid Geometry
153,৬ সে.মি. ব্যাস বিশিষ্ট একটি ধাতব কঠিন গোলককে গলিয়ে ৩ সে.মি. ব্যাসার্ধের একটি সমবৃত্তভুমিক সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির উচ্চতা কত সে.মি.?,৪,Math,Solid Geometry
154,৫ সে.মি. ব্যাস বিশিষ্ট একটি ধাতব কঠিন গোলককে গলিয়ে ৩ সে.মি. ব্যাসার্ধের একটি সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির উচ্চতা কত সে.মি.?,২.৩১,Math,Solid Geometry
155,৩ সে.মি. ব্যাসার্ধের  একটি ধাতব কঠিন গোলককে গলিয়ে ১ সে.মি. ব্যাসার্ধের একটি সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির উচ্চতা কত সে.মি.?,৩৬,Math,Solid Geometry
156,৬ সে.মি. ব্যাসার্ধের একটি ধাতব কঠিন গোলককে গলিয়ে ৩ সে.মি. ব্যাসার্ধের একটি সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির উচ্চতা কত সে.মি.?,৩২,Math,Solid Geometry
157,৬ সে.মি. ব্যাস বিশিষ্ট একটি ধাতব কঠিন গোলককে গলিয়ে ৪ সে.মি. উচ্চতার একটি  সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির ব্যাসার্ধ কত সে.মি.?,৩,Math,Solid Geometry
158,৩ সে.মি. ব্যাসার্ধের  একটি ধাতব কঠিন গোলককে গলিয়ে ৩৬ সে.মি. উচ্চতার একটি  সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির ব্যাসার্ধ কত সে.মি.?,১,Math,Solid Geometry
159,৬ সে.মি. ব্যাসার্ধের একটি ধাতব কঠিন গোলককে গলিয়ে ৩২ সে.মি. উচ্চতার একটি  সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির ব্যাসার্ধ কত সে.মি.?,৩,Math,Solid Geometry
160,৬ সে.মি. ব্যাস বিশিষ্ট একটি ধাতব কঠিন গোলককে গলিয়ে ৩ সে.মি. ব্যাসার্ধের একটি সমবৃত্তভুমিক সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির বক্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?,৭৫.৩৯,Math,Solid Geometry
161,৫ সে.মি. ব্যাস বিশিষ্ট একটি ধাতব কঠিন গোলককে গলিয়ে ৩ সে.মি. ব্যাসার্ধের একটি সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির বক্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?,২১.৭৭,Math,Solid Geometry
162,৩ সে.মি. ব্যাসার্ধের  একটি ধাতব কঠিন গোলককে গলিয়ে ১ সে.মি. ব্যাসার্ধের একটি সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির বক্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?,২২৬.১৯,Math,Solid Geometry
163,৬ সে.মি. ব্যাসার্ধের একটি ধাতব কঠিন গোলককে গলিয়ে ৩ সে.মি. ব্যাসার্ধের একটি সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির বক্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?,৬০৩.১৮,Math,Solid Geometry
164,৬ সে.মি. ব্যাস বিশিষ্ট একটি ধাতব কঠিন গোলককে গলিয়ে ৪ সে.মি. উচ্চতার একটি  সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির বক্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?,৭৫.৩৯,Math,Solid Geometry
165,৩ সে.মি. ব্যাসার্ধের  একটি ধাতব কঠিন গোলককে গলিয়ে ৩৬ সে.মি. উচ্চতার একটি  সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির বক্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?,২২৬.১৯,Math,Solid Geometry
166,৬ সে.মি. ব্যাসার্ধের একটি ধাতব কঠিন গোলককে গলিয়ে ৩২ সে.মি. উচ্চতার একটি  সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির বক্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?,৬০৩.১৮,Math,Solid Geometry
167,৬ সে.মি. ব্যাস বিশিষ্ট একটি ধাতব কঠিন গোলককে গলিয়ে ৩ সে.মি. ব্যাসার্ধের একটি সমবৃত্তভুমিক সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির সমগ্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?,১৩১.৯৪,Math,Solid Geometry
168,৩ সে.মি. ব্যাসার্ধের  একটি ধাতব কঠিন গোলককে গলিয়ে ১ সে.মি. ব্যাসার্ধের একটি সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির সমগ্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?,২৩২.৪৭,Math,Solid Geometry
169,৬ সে.মি. ব্যাসার্ধের একটি ধাতব কঠিন গোলককে গলিয়ে ৩ সে.মি. ব্যাসার্ধের একটি সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির সমগ্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?,৬৫৯.৭৩,Math,Solid Geometry
