Q No.,Question,Answer,option1,option2
94,জোশ লক্ষ্য করেছেন যে তার ভাগ্নিকে (ওজন ৪৫ পাউন্ড) তার ছেলের (৬০ পাউন্ড ওজন) তুলনায় তাকে তোলা কঠিন। তার ভাগ্নির _____ মাধ্যাকর্ষণ টান আছে?,Option 2,বেশি,কম
95,"টেড পার্কে তার বাইক চালাচ্ছিলেন। যখন তিনি সিমেন্টের পথে ছিলেন, তখন তিনি ৫০ সেকেন্ডে পার্কের চারপাশে জিপ করতে সক্ষম হন এবং ঘাসের উপর তিনি ৪ মিনিট সময় নেন। বাইকটি কোথায় বেশি গরম হয়ে যাবে?",Option 2,সিমেন্ট পথে,ঘাসে
96,"সারাহ একই পাওয়ারের দুটি অভিন্ন বাতি চালু করতে একটি রিমোট কন্ট্রোল ব্যবহার করেছিলেন, প্রথমটি ছিল ১৬ মিটার দূরে এবং দ্বিতীয়টি ১২ মিটার দূরে। কোন বাতি উজ্জ্বল দেখাচ্ছিল?",Option 1,দ্বিতীয়টি,প্রথমটি 
97,"সারাহ একই পাওয়ারের দুটি অভিন্ন বাতি চালু করতে একটি রিমোট কন্ট্রোল ব্যবহার করেছিলেন, প্রথমটি ছিল ৩ মিটার দূরে এবং দ্বিতীয়টি ১২০ সেমি দূরে। কোন বাতি উজ্জ্বল দেখাচ্ছিল?",Option 2,প্রথমটি ,দ্বিতীয়টি 
98,"একজন ভলিবল খেলোয়াড় জিমের মেঝেতে ৪০ মিটার লাফ দিয়েছিলেন, কিন্তু সাগরের তীরে বালিতে ২২ মিটার লাফ দিয়েছিলেন। কারণ এটি ছিল?",Option 1,বেশী প্রতিরোধী,কম প্রতিরোধী
99,"টেড পার্কে তার বাইক চালাচ্ছিলেন। যখন তিনি সিমেন্টের পথে ছিলেন, তিনি ৩৫ মিনিটে পার্কের চারপাশে জিপ করতে সক্ষম হন এবং ঘাসের উপর তিনি ৪৮ মিনিট সময় নেন। বাইকটি বেশি গরম হয়ে যাবে কখন?",Option 2,সিমেন্ট পথ,ঘাস
100,"একজন ভলিবল খেলোয়াড় জিমের মেঝেতে ১.২ মিটার লাফ দিয়েছিলেন, কিন্তু সাগরের তীরে বালিতে ৪ মিটার লাফ দিয়েছিলেন। কারণ এটি ছিল?",Option 1,বেশী প্রতিরোধী,কম প্রতিরোধী
101,টিনা এবং মিনা দুজনেই হাইওয়েতে একই গতিতে যাচ্ছে। টিনা ১২৯ মিনিট এবং মিনা ৩৬ মিনিট ৪৮ সেকেন্ড ড্রাইভ করেন। কে বেশী দূর ড্রাইভ করে?,Option 2,মিনা,টিনা
102,একটি বিলিয়ার্ড বলের ভর ৬ আউন্স এবং বাস্কেটবলের ভর ০.৫ আউন্স হয়। কোন বলের মাধ্যাকর্ষণ ক্ষেত্র বেশি?,Option 1,বিলিয়ার্ড বল,বাস্কেটবল
103,"একটি ক্যাপিবারা ২০০০ সেমি/সেকেন্ড গতিতে চলে এবং একটি অ্যান্টিয়েটার ১ মি/সেকেন্ড গতিতে চলে। যদি উভয় প্রাণীই একই যাত্রা করে, তবে কোনটি সেখানে তাড়াতাড়ি পৌঁছাবে?",Option 1,ক্যাপিবারা,অ্যান্টিয়েটার
104,মহসিন একটি লণ্ঠন থেকে ৬ মিটার এবং রাস্তার আলো থেকে ২৩ মিটার দূরে দাঁড়িয়ে আছে। কোন আলোর উৎস তার কাছে উজ্জ্বল মনে হয়?,Option 1,লণ্ঠন,রাস্তার আলো
105,জিম ৪৬ মিটার/সেকেন্ড গতিতে দৌড়াতে পারত এবং তার বোন জেন ৫২ মি/সেকেন্ড বেগে দৌড়াতে পারত। একটি বিপজ্জনক ভাইরাসের বিস্তার বন্ধ করার জন্য তাদের পরবর্তী শহরে কিছু জরুরি ভ্যাকসিন সরবরাহ করতে হয়েছিল। স্বল্প সময়ে সেখানে পৌঁছানোর জন্য টিকা নিয়ে কাকে যাওয়া উচিত?,Option 2,জিম,জেন
106,"একটি মুরগি ১৪ সেমি/সেকেন্ড বেগে দৌড়াতে পারে এবং একটি টার্কি ৪ সেমি/সেকেন্ড দৌড়াতে পারে। যদি দুজনেই শস্যাগার থেকে চালার দিকে দৌড়ে যায়, তাহলে সেখানে কে তাড়াতাড়ি পৌঁছাবে?",Option 1,মুরগি,টার্কি
107,কেটের নৌকার প্রপেলারটি সমুদ্রে ৭৬৫৬ আরপিএম এবং নদীতে ১৪৩৬ আরপিএম গতিতে চলেছিল। এর মানে কোথায় প্রপেলার বেশী গরম হয়?,Option 1,সাগরে,নদীতেে
