Q No.,Premise,Hypothesis,Answer
89,"শ্রীলঙ্কার একটি গ্রামের ৪% এরও বেশি লোক বোমা হামলায় মারা গেছে, বাকি ১৫% ভয়ে গ্রাম ছেড়েছে","শ্রীলঙ্কার একটি গ্রামের ৫% লোক বোমা হামলায় মারা গেছে, বাকি ১৫% ভয়ে গ্রাম ছেড়েছে",neutral
90,রবিন তার ফোন থেকে ৩৫.০টি ছবি এবং তার ক্যামেরা থেকে ৫.০টি ফেসবুকে আপলোড করেছে এবং সে প্রতিটি অ্যালবামে একই পরিমাণ ছবি সহ ৫.০টি ভিন্ন অ্যালবামে ছবি সাজিয়েছে,প্রতিটি অ্যালবামে ৮.০ ছবি ছিল,Entailment
91,প্রীতি ম্যাচ চলাকালীন এসি মিলানের এই মিডফিল্ডার রেফারিকে তিনবার বলেছিলেন তার সঙ্গে দুর্ব্যবহার করা হচ্ছে।,জার্মান বংশোদ্ভূত বোয়াটেং রেফারিকে তিনবার বলেছিলেন যে তার সাথে দুর্ব্যবহার করা হচ্ছে,neutral
92,আমান্ডা খেলনার দোকানে ৭টিরও কম বল এবং ৩টি ভিন্ন বোর্ড গেম কিনতে যায়,আমান্ডা খেলনার দোকানে ১টি বল এবং ৩টি ভিন্ন বোর্ড গেম কিনতে যায়৷,neutral
93,"অলোক ১৬ টি চাপাতি, ৫ প্লেট ভাত, ৭ প্লেট মিশ্র সবজি এবং ৬ টি আইসক্রিম কাপ অর্ডার করেছিলেন","অলোক ৮৬টিরও কম চাপাতি, ৫ প্লেট ভাত, ৭ প্লেট মিক্সড ভেজিটেবল এবং ৬টি আইসক্রিম কাপ অর্ডার করেছিলেন",Entailment
94,৫ বছর পর অরুণের বয়স হবে ২৫ বছর,৭ বছর পর অরুণের বয়স হবে ২৫ বছর,contradiction
95,কামাল ২০ দিনের মধ্যে কাজ শেষ করবেন,কামাল ২০ দিনের বেশি সময় কাজ শেষ করবেন,contradiction
96,একটি রেস্তোরাঁ আজ দুপুরের খাবারের সময় ৫.০ কেক এবং রাতের খাবারের সময় ৬.০টি কেক পরিবেশন করেছিল এবং গতকাল রেস্টুরেন্টটি ৩.০টি কেক পরিবেশন করেছিল,মোট ১৬.০ কেক পরিবেশন করা হয়েছিল,contradiction
97,সমীর এবং আনন্দের বর্তমান বয়স যথাক্রমে ৬ : ৪ এর কম অনুপাতে,সমীর এবং আনন্দের বর্তমান বয়স যথাক্রমে ৫ : ৪ অনুপাতে,neutral
98,আমরা ২১.০ পিজা অর্ডার করেছি এবং প্রতিটি পিজ্জার ৮.০ স্লাইস আছে,পিজ্জার ১৬৪.০ স্লাইসগুলি এখানে রয়েছে৷,contradiction
99,বৈশিষ্ট্য: ইস্রায়েলে ১২টি মাঝারি থেকে উচ্চমানের হোটেল।,ড্যান হোটেল ইস্রায়েলে ১২টি মাঝারি থেকে উচ্চমানের হোটেল পরিচালনা করে,neutral
100,স্নাইডার সম্প্রদায়ের গায়কদলের পুরুষ ও মহিলাদের অনুপাত ৭ থেকে ৩-এর কম,স্নাইডার সম্প্রদায়ের গায়কদলের পুরুষদের সাথে মহিলাদের অনুপাত ৪ থেকে ৩,neutral
101,"মার্টিন ১০টি কনসার্টের টিকিট কিনেছেন, কিছু টিকিট প্রতি $২.০০ এর সম্পূর্ণ মূল্যে, এবং কিছু প্রতি টিকিটে $১.৬০ মূল্যে ছাড় দিয়েছেন।","মার্টিন ৩০টি কনসার্টের টিকিট কিনেছেন, কিছু প্রতি টিকিটে $২.০০ এর পুরো মূল্যে, এবং কিছু প্রতি টিকিটে $১.৬০ মূল্যে ছাড় দিয়েছেন।",contradiction
